variable_id,variable_name,dataset_id
org_nonprofit2_code,NA,clean_read_hlfs.volunteer_work_2018
org_nonprofit3_code,NA,clean_read_hlfs.volunteer_work_2018
org_nonprofit4_code,NA,clean_read_hlfs.volunteer_work_2018
org_nonprofit5_code,NA,clean_read_hlfs.volunteer_work_2018
org_occ1_code,NA,clean_read_hlfs.volunteer_work_2018
org_occ2_code,NA,clean_read_hlfs.volunteer_work_2018
org_occ3_code,NA,clean_read_hlfs.volunteer_work_2018
org_occ4_code,NA,clean_read_hlfs.volunteer_work_2018
org_occ5_code,NA,clean_read_hlfs.volunteer_work_2018
fam_occ_code,NA,clean_read_hlfs.volunteer_work_2018
non_fam_occ_code,NA,clean_read_hlfs.volunteer_work_2018
org_type1_code,NA,clean_read_hlfs.volunteer_work_2018
org_type2_code,NA,clean_read_hlfs.volunteer_work_2018
org_type3_code,NA,clean_read_hlfs.volunteer_work_2018
org_type4_code,NA,clean_read_hlfs.volunteer_work_2018
org_type5_code,NA,clean_read_hlfs.volunteer_work_2018
org_hrs1_nbr,NA,clean_read_hlfs.volunteer_work_2018
org_hrs2_nbr,NA,clean_read_hlfs.volunteer_work_2018
org_hrs3_nbr,NA,clean_read_hlfs.volunteer_work_2018
org_hrs4_nbr,NA,clean_read_hlfs.volunteer_work_2018
org_hrs5_nbr,NA,clean_read_hlfs.volunteer_work_2018
tot_org_hrs_nbr,NA,clean_read_hlfs.volunteer_work_2018
direct_fam_hrs_nbr,NA,clean_read_hlfs.volunteer_work_2018
direct_non_fam_hrs_nbr,NA,clean_read_hlfs.volunteer_work_2018
direct_tot_hrs_nbr,NA,clean_read_hlfs.volunteer_work_2018
tot_hrs_nbr,NA,clean_read_hlfs.volunteer_work_2018
fam_tot_hrs_nbr,NA,clean_read_hlfs.volunteer_work_2018
non_fam_tot_hrs_nbr,NA,clean_read_hlfs.volunteer_work_2018
snz_hlfs_hhld_uid,NA,clean_read_hlfs.working_life_2012
snz_hlfs_uid,NA,clean_read_hlfs.working_life_2012
emp_geographic_nbr,NA,clean_read_hlfs.working_life_2012
emp_enterprise_nbr,NA,clean_read_hlfs.working_life_2012
same_job_code,NA,clean_read_hlfs.working_life_2012
emp_name_nr_code,NA,clean_read_hlfs.working_life_2012
usual_hrs_nr_code,NA,clean_read_hlfs.working_life_2012
ten_len_code,NA,clean_read_hlfs.working_life_2012
ten_len_nr_code,NA,clean_read_hlfs.working_life_2012
ten_len_est_code,NA,clean_read_hlfs.working_life_2012
start_curr_trial_code,NA,clean_read_hlfs.working_life_2012
start_any_trial_code,NA,clean_read_hlfs.working_life_2012
is_main_perm_code,NA,clean_read_hlfs.working_life_2012
is_main_fixed_code,NA,clean_read_hlfs.working_life_2012
is_main_project_code,NA,clean_read_hlfs.working_life_2012
is_main_temp_code,NA,clean_read_hlfs.working_life_2012
is_main_agency_code,NA,clean_read_hlfs.working_life_2012
is_main_casual_code,NA,clean_read_hlfs.working_life_2012
is_main_seasonal_code,NA,clean_read_hlfs.working_life_2012
wrk_change_hrs_code,NA,clean_read_hlfs.working_life_2012
pref_perm_emp_code,NA,clean_read_hlfs.working_life_2012
pref_ongoing_emp_code,NA,clean_read_hlfs.working_life_2012
num_days_code,NA,clean_read_hlfs.working_life_2012
wrk_std_hrs_code,NA,clean_read_hlfs.working_life_2012
any_wrk_code,NA,clean_read_hlfs.working_life_2012
num_wrk_weeks_code,NA,clean_read_hlfs.working_life_2012
has_wrk_weekend_code,NA,clean_read_hlfs.working_life_2012
num_wrk_sat_code,NA,clean_read_hlfs.working_life_2012
num_wrk_sun_code,NA,clean_read_hlfs.working_life_2012
paid_wrk_weekend_code,NA,clean_read_hlfs.working_life_2012
has_wrk_evening_code,NA,clean_read_hlfs.working_life_2012
num_wrk_evening_nbr,NA,clean_read_hlfs.working_life_2012
num_wrk_evening_nr_code,NA,clean_read_hlfs.working_life_2012
paid_wrk_evening_code,NA,clean_read_hlfs.working_life_2012
has_wrk_night_code,NA,clean_read_hlfs.working_life_2012
num_wrk_night_nbr,NA,clean_read_hlfs.working_life_2012
num_wrk_night_nr_code,NA,clean_read_hlfs.working_life_2012
has_wrk_morning_code,NA,clean_read_hlfs.working_life_2012
num_wrk_morning_nbr,NA,clean_read_hlfs.working_life_2012
num_wrk_morning_nr_code,NA,clean_read_hlfs.working_life_2012
nonstd_diff_code,NA,clean_read_hlfs.working_life_2012
wrk_hrs_main_patt_code,NA,clean_read_hlfs.working_life_2012
pref_diff_times_code,NA,clean_read_hlfs.working_life_2012
paid_ov_time_code,NA,clean_read_hlfs.working_life_2012
paid_ov_time_nr_code,NA,clean_read_hlfs.working_life_2012
upaid_ov_time_code,NA,clean_read_hlfs.working_life_2012
upaid_ov_time_nr_code,NA,clean_read_hlfs.working_life_2012
wrk_long_hrs_diff_code,NA,clean_read_hlfs.working_life_2012
pref_less_wrk_hrs_code,NA,clean_read_hlfs.working_life_2012
wrk_frm_home_code,NA,clean_read_hlfs.working_life_2012
wrk_home_hrs_nr_code,NA,clean_read_hlfs.working_life_2012
wrk_frm_home_main_code,NA,clean_read_hlfs.working_life_2012
wrk_home_paid_code,NA,clean_read_hlfs.working_life_2012
wrk_hrs_known_code,NA,clean_read_hlfs.working_life_2012
flexi_hrs_main_code,NA,clean_read_hlfs.working_life_2012
wrk_change_shift_code,NA,clean_read_hlfs.working_life_2012
main_unp_leave_code,NA,clean_read_hlfs.working_life_2012
wrk_part_time_code,NA,clean_read_hlfs.working_life_2012
emp_agree_type_code,NA,clean_read_hlfs.working_life_2012
is_union_mmb_code,NA,clean_read_hlfs.working_life_2012
emp_agree_code,NA,clean_read_hlfs.working_life_2012
job_loss_risk_code,NA,clean_read_hlfs.working_life_2012
train_emp_paid_code,NA,clean_read_hlfs.working_life_2012
train_len_code,NA,clean_read_hlfs.working_life_2012
main_ann_leave_code,NA,clean_read_hlfs.working_life_2012
exp_wrk_stress_code,NA,clean_read_hlfs.working_life_2012
exp_phys_pain_code,NA,clean_read_hlfs.working_life_2012
exp_too_tired_code,NA,clean_read_hlfs.working_life_2012
exp_harrasment_code,NA,clean_read_hlfs.working_life_2012
hs_risk_mgmt_code,NA,clean_read_hlfs.working_life_2012
hs_improvement_code,NA,clean_read_hlfs.working_life_2012
hh_is_parent_code,NA,clean_read_hlfs.working_life_2012
main_satisf_code,NA,clean_read_hlfs.working_life_2012
main_wlb_code,NA,clean_read_hlfs.working_life_2012
interpreter_used_code,NA,clean_read_hlfs.working_life_2012
sowl_proxy_code,NA,clean_read_hlfs.working_life_2012
interview_date,NA,clean_read_hlfs.working_life_2012
hlfs_proxy_code,NA,clean_read_hlfs.working_life_2012
reason_temp_job1_code,NA,clean_read_hlfs.working_life_2012
reason_temp_job2_code,NA,clean_read_hlfs.working_life_2012
reason_temp_job3_code,NA,clean_read_hlfs.working_life_2012
reason_temp_job4_code,NA,clean_read_hlfs.working_life_2012
reason_temp_job5_code,NA,clean_read_hlfs.working_life_2012
nonstd_diff1_code,NA,clean_read_hlfs.working_life_2012
nonstd_diff2_code,NA,clean_read_hlfs.working_life_2012
nonstd_diff3_code,NA,clean_read_hlfs.working_life_2012
nonstd_diff4_code,NA,clean_read_hlfs.working_life_2012
nonstd_diff5_code,NA,clean_read_hlfs.working_life_2012
status_code,NA,clean_read_hlfs.working_life_2012
hrs_wrk_reask_warn_code,NA,clean_read_hlfs.working_life_2012
month_qtr_nbr,NA,clean_read_hlfs.working_life_2012
age_nbr,NA,clean_read_hlfs.working_life_2012
ft_pt_code,NA,clean_read_hlfs.working_life_2012
snz_sex_code,NA,clean_read_hlfs.working_life_2012
age_group_1_code,NA,clean_read_hlfs.working_life_2012
sex_imputed_code,NA,clean_read_hlfs.working_life_2012
age_imputed_code,NA,clean_read_hlfs.working_life_2012
ft_pt_imputed_code,NA,clean_read_hlfs.working_life_2012
region_code,NA,clean_read_hlfs.working_life_2012
country_of_birth_code,NA,clean_read_hlfs.working_life_2012
fam_type_code,NA,clean_read_hlfs.working_life_2012
marital_status_code,NA,clean_read_hlfs.working_life_2012
paid_job_code,NA,clean_read_hlfs.working_life_2012
away_from_job_code,NA,clean_read_hlfs.working_life_2012
unpaid_wrk_prev_code,NA,clean_read_hlfs.working_life_2012
multi_jobs_last_wk_code,NA,clean_read_hlfs.working_life_2012
multi_jobs_change_last_wk_code,NA,clean_read_hlfs.working_life_2012
actual_hrs_main_nbr,NA,clean_read_hlfs.working_life_2012
hrs_cmp_code,NA,clean_read_hlfs.working_life_2012
usual_hrs_nbr,NA,clean_read_hlfs.working_life_2012
hrs_cmp_reason_code,NA,clean_read_hlfs.working_life_2012
pref_more_hrs_code,NA,clean_read_hlfs.working_life_2012
why_not_more_hrs_code,NA,clean_read_hlfs.working_life_2012
emp_status_code,NA,clean_read_hlfs.working_life_2012
occ_main_code,NA,clean_read_hlfs.working_life_2012
ind_main_code,NA,clean_read_hlfs.working_life_2012
job_search_code,NA,clean_read_hlfs.working_life_2012
job_search_ft_pt_code,NA,clean_read_hlfs.working_life_2012
has_sch_qual_code,NA,clean_read_hlfs.working_life_2012
sch_qual_code,NA,clean_read_hlfs.working_life_2012
post_sch_qual_ind_code,NA,clean_read_hlfs.working_life_2012
post_sch_qual_code,NA,clean_read_hlfs.working_life_2012
years_in_nz_nbr,NA,clean_read_hlfs.working_life_2012
more_hrs_method_code,NA,clean_read_hlfs.working_life_2012
avail_more_hrs_code,NA,clean_read_hlfs.working_life_2012
occ_changed_code,NA,clean_read_hlfs.working_life_2012
study_code,NA,clean_read_hlfs.working_life_2012
study_remain_code,NA,clean_read_hlfs.working_life_2012
pq_status_code,NA,clean_read_hlfs.working_life_2012
urban_code,NA,clean_read_hlfs.working_life_2012
highest_qual_code,NA,clean_read_hlfs.working_life_2012
status_emp_code,NA,clean_read_hlfs.working_life_2012
emp_relationship_code,NA,clean_read_hlfs.working_life_2012
cvdr_code,NA,clean_read_hlfs.working_life_2012
nonstd_code,NA,clean_read_hlfs.working_life_2012
temp_employees_code,NA,clean_read_hlfs.working_life_2012
usual_hrs_tot_sowl_nbr,NA,clean_read_hlfs.working_life_2012
usual_hrs_tot_nbr,NA,clean_read_hlfs.working_life_2012
usual_hrs_main_nbr,NA,clean_read_hlfs.working_life_2012
paid_hrs_nbr,NA,clean_read_hlfs.working_life_2012
hh_parent_of_u14_code,NA,clean_read_hlfs.working_life_2012
overall_wrk_patt_code,NA,clean_read_hlfs.working_life_2012
is_in_union_code,NA,clean_read_hlfs.working_life_2012
latest_pay_period_nbr,NA,clean_read_hlfs.working_life_2012
job_ten_weeks_nbr,NA,clean_read_hlfs.working_life_2012
job_ten_nr_code,NA,clean_read_hlfs.working_life_2012
week_inc_main_amt,NA,clean_read_hlfs.working_life_2012
week_inc_main_nr_code,NA,clean_read_hlfs.working_life_2012
ethnic_grp1_snz_ind,NA,clean_read_hlfs.working_life_2012
ethnic_grp2_snz_ind,NA,clean_read_hlfs.working_life_2012
ethnic_grp3_snz_ind,NA,clean_read_hlfs.working_life_2012
ethnic_grp4_snz_ind,NA,clean_read_hlfs.working_life_2012
ethnic_grp5_snz_ind,NA,clean_read_hlfs.working_life_2012
ethnic_grp6_snz_ind,NA,clean_read_hlfs.working_life_2012
ethnic_count_nbr,NA,clean_read_hlfs.working_life_2012
nonstd_freq_code,NA,clean_read_hlfs.working_life_2012
wrk_evening_freq_code,NA,clean_read_hlfs.working_life_2012
wrk_night_freq_code,NA,clean_read_hlfs.working_life_2012
wrk_morning_freq_code,NA,clean_read_hlfs.working_life_2012
wrk_sat_freq_code,NA,clean_read_hlfs.working_life_2012
wrk_sun_freq_code,NA,clean_read_hlfs.working_life_2012
wrk_weekend_freq_code,NA,clean_read_hlfs.working_life_2012
multi_jobs_code,NA,clean_read_hlfs.working_life_2012
multi_jobs_change_code,NA,clean_read_hlfs.working_life_2012
paid_ov_time_hrs_nbr,NA,clean_read_hlfs.working_life_2012
unpaid_ov_time_hrs_nbr,NA,clean_read_hlfs.working_life_2012
wrk_home_hrs_nbr,NA,clean_read_hlfs.working_life_2012
hh_parent_dep_code,NA,clean_read_hlfs.working_life_2012
hh_parent_of_u5_code,NA,clean_read_hlfs.working_life_2012
hh_sole_parent_code,NA,clean_read_hlfs.working_life_2012
hh_multi_parent_code,NA,clean_read_hlfs.working_life_2012
hh_has_parent_code,NA,clean_read_hlfs.working_life_2012
job_ten_current_code,NA,clean_read_hlfs.working_life_2012
avg_hr_emp_amt,NA,clean_read_hlfs.working_life_2012
self_emp_earn_amt,NA,clean_read_hlfs.working_life_2012
self_emp_earn_nr_code,NA,clean_read_hlfs.working_life_2012
age_young_dep_nbr,NA,clean_read_hlfs.working_life_2012
age_all_dep_code,NA,clean_read_hlfs.working_life_2012
lfs_partner_code,NA,clean_read_hlfs.working_life_2012
partner_snz_sex_code,NA,clean_read_hlfs.working_life_2012
age_partner_nbr,NA,clean_read_hlfs.working_life_2012
main_act_partner_code,NA,clean_read_hlfs.working_life_2012
ft_pt_partner_code,NA,clean_read_hlfs.working_life_2012
ind96_ent_code,NA,clean_read_hlfs.working_life_2012
ind06_ent_code,NA,clean_read_hlfs.working_life_2012
inst_sector_ent_code,NA,clean_read_hlfs.working_life_2012
ind96_geo_code,NA,clean_read_hlfs.working_life_2012
ind06_geo_code,NA,clean_read_hlfs.working_life_2012
emp_count_geo_nbr,NA,clean_read_hlfs.working_life_2012
emp_roll_count_geo_nbr,NA,clean_read_hlfs.working_life_2012
hh_num_u15_cap_nbr,NA,clean_read_hlfs.working_life_2012
hh_num_u14_nbr,NA,clean_read_hlfs.working_life_2012
hh_num_u15_nbr,NA,clean_read_hlfs.working_life_2012
hh_num_u5_nbr,NA,clean_read_hlfs.working_life_2012
hh_num_dep_nbr,NA,clean_read_hlfs.working_life_2012
hh_num_indep_nbr,NA,clean_read_hlfs.working_life_2012
hh_num_adult_nbr,NA,clean_read_hlfs.working_life_2012
hh_num_emp_adult_nbr,NA,clean_read_hlfs.working_life_2012
hh_size_nbr,NA,clean_read_hlfs.working_life_2012
household_type_code,NA,clean_read_hlfs.working_life_2012
est_status_grp_code,NA,clean_read_hlfs.working_life_2012
final_wgt_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt1_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt2_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt3_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt4_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt5_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt6_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt7_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt8_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt9_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt10_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt11_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt12_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt13_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt14_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt15_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt16_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt17_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt18_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt19_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt20_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt21_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt22_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt23_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt24_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt25_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt26_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt27_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt28_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt29_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt30_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt31_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt32_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt33_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt34_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt35_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt36_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt37_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt38_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt39_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt40_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt41_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt42_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt43_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt44_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt45_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt46_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt47_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt48_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt49_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt50_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt51_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt52_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt53_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt54_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt55_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt56_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt57_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt58_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt59_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt60_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt61_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt62_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt63_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt64_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt65_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt66_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt67_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt68_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt69_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt70_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt71_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt72_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt73_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt74_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt75_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt76_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt77_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt78_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt79_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt80_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt81_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt82_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt83_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt84_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt85_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt86_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt87_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt88_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt89_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt90_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt91_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt92_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt93_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt94_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt95_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt96_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt97_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt98_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt99_nbr,NA,clean_read_hlfs.working_life_2012
replicate_wgt100_nbr,NA,clean_read_hlfs.working_life_2012
snz_hlfs_hhld_uid,NA,clean_read_hlfs.working_life_2018
snz_hlfs_uid,NA,clean_read_hlfs.working_life_2018
status_code,NA,clean_read_hlfs.working_life_2018
interview_date,NA,clean_read_hlfs.working_life_2018
mode_code,NA,clean_read_hlfs.working_life_2018
hlfs_proxy_code,NA,clean_read_hlfs.working_life_2018
cvdr_code,NA,clean_read_hlfs.working_life_2018
snz_sex_code,NA,clean_read_hlfs.working_life_2018
sex_imputed_code,NA,clean_read_hlfs.working_life_2018
birth_year,NA,clean_read_hlfs.working_life_2018
birth_month,NA,clean_read_hlfs.working_life_2018
age_nbr,NA,clean_read_hlfs.working_life_2018
age_group_1_code,NA,clean_read_hlfs.working_life_2018
age_imputed_code,NA,clean_read_hlfs.working_life_2018
ethnic_grp1_snz_ind,NA,clean_read_hlfs.working_life_2018
ethnic_grp2_snz_ind,NA,clean_read_hlfs.working_life_2018
ethnic_grp3_snz_ind,NA,clean_read_hlfs.working_life_2018
ethnic_grp4_snz_ind,NA,clean_read_hlfs.working_life_2018
ethnic_grp5_snz_ind,NA,clean_read_hlfs.working_life_2018
ethnic_grp6_snz_ind,NA,clean_read_hlfs.working_life_2018
ethnic1_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic2_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic3_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic4_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic5_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic6_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic7_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic8_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic9_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic10_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic11_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic12_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic13_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic14_snz_code,NA,clean_read_hlfs.working_life_2018
ethnic_imputed_code,NA,clean_read_hlfs.working_life_2018
country_of_birth_code,NA,clean_read_hlfs.working_life_2018
years_in_nz_nbr,NA,clean_read_hlfs.working_life_2018
maori_descent_code,NA,clean_read_hlfs.working_life_2018
regional_council_code,NA,clean_read_hlfs.working_life_2018
ta_code,NA,clean_read_hlfs.working_life_2018
meshblock_code,NA,clean_read_hlfs.working_life_2018
urban_code,NA,clean_read_hlfs.working_life_2018
emp_status_main_code,NA,clean_read_hlfs.working_life_2018
multi_jobs_code,NA,clean_read_hlfs.working_life_2018
emp_status_sec_code,NA,clean_read_hlfs.working_life_2018
ft_pt_code,NA,clean_read_hlfs.working_life_2018
usual_hrs_main_nbr,NA,clean_read_hlfs.working_life_2018
usual_hrs_sec_nbr,NA,clean_read_hlfs.working_life_2018
usual_hrs_oth_nbr,NA,clean_read_hlfs.working_life_2018
usual_hrs_tot_nbr,NA,clean_read_hlfs.working_life_2018
usual_hrs_imputed_code,NA,clean_read_hlfs.working_life_2018
act_hrs_main_nbr,NA,clean_read_hlfs.working_life_2018
act_hrs_sec_nbr,NA,clean_read_hlfs.working_life_2018
act_hrs_oth_nbr,NA,clean_read_hlfs.working_life_2018
act_hrs_tot_nbr,NA,clean_read_hlfs.working_life_2018
act_hrs_imputed_code,NA,clean_read_hlfs.working_life_2018
ind_main_code,NA,clean_read_hlfs.working_life_2018
ind_sec_code,NA,clean_read_hlfs.working_life_2018
occ_main_code,NA,clean_read_hlfs.working_life_2018
occ_sec_code,NA,clean_read_hlfs.working_life_2018
job_ten_weeks_nbr,NA,clean_read_hlfs.working_life_2018
job_ten_current_code,NA,clean_read_hlfs.working_life_2018
emp_relationship_code,NA,clean_read_hlfs.working_life_2018
is_main_perm_code,NA,clean_read_hlfs.working_life_2018
is_main_fixed_code,NA,clean_read_hlfs.working_life_2018
is_main_project_code,NA,clean_read_hlfs.working_life_2018
is_main_temp_code,NA,clean_read_hlfs.working_life_2018
is_main_agency_code,NA,clean_read_hlfs.working_life_2018
is_main_casual_code,NA,clean_read_hlfs.working_life_2018
is_main_seasonal_code,NA,clean_read_hlfs.working_life_2018
pref_perm_emp_code,NA,clean_read_hlfs.working_life_2018
pref_self_emp_code,NA,clean_read_hlfs.working_life_2018
pref_ongoing_emp_code,NA,clean_read_hlfs.working_life_2018
pref_own_bus_code,NA,clean_read_hlfs.working_life_2018
reason_job_type_code,NA,clean_read_hlfs.working_life_2018
reason_job_nature_code,NA,clean_read_hlfs.working_life_2018
reason_job_fam_code,NA,clean_read_hlfs.working_life_2018
reason_job_health_code,NA,clean_read_hlfs.working_life_2018
reason_job_edu_code,NA,clean_read_hlfs.working_life_2018
reason_job_retire_code,NA,clean_read_hlfs.working_life_2018
reason_job_emp_code,NA,clean_read_hlfs.working_life_2018
reason_job_other_code,NA,clean_read_hlfs.working_life_2018
reason_job_ns_code,NA,clean_read_hlfs.working_life_2018
is_union_mmb_code,NA,clean_read_hlfs.working_life_2018
emp_agree_code,NA,clean_read_hlfs.working_life_2018
emp_agree_type_code,NA,clean_read_hlfs.working_life_2018
contractor_main_code,NA,clean_read_hlfs.working_life_2018
contract_rely_code,NA,clean_read_hlfs.working_life_2018
contractor_multi_code,NA,clean_read_hlfs.working_life_2018
does_subcontract_code,NA,clean_read_hlfs.working_life_2018
could_subcontract_code,NA,clean_read_hlfs.working_life_2018
subcontract_code,NA,clean_read_hlfs.working_life_2018
org_control_code,NA,clean_read_hlfs.working_life_2018
task_control_code,NA,clean_read_hlfs.working_life_2018
task_influence_code,NA,clean_read_hlfs.working_life_2018
has_colleagues_code,NA,clean_read_hlfs.working_life_2018
colleage_rel_code,NA,clean_read_hlfs.working_life_2018
manager_rel_code,NA,clean_read_hlfs.working_life_2018
exp_hard_phys_code,NA,clean_read_hlfs.working_life_2018
exp_danger_code,NA,clean_read_hlfs.working_life_2018
exp_wrk_stress_code,NA,clean_read_hlfs.working_life_2018
exp_phys_pain_code,NA,clean_read_hlfs.working_life_2018
exp_too_tired_code,NA,clean_read_hlfs.working_life_2018
exp_harrasment_code,NA,clean_read_hlfs.working_life_2018
hs_informed_code,NA,clean_read_hlfs.working_life_2018
hs_risk_mgmt_code,NA,clean_read_hlfs.working_life_2018
hs_improvement_code,NA,clean_read_hlfs.working_life_2018
hs_training_code,NA,clean_read_hlfs.working_life_2018
train_done_code,NA,clean_read_hlfs.working_life_2018
train_on_job_code,NA,clean_read_hlfs.working_life_2018
train_emp_paid_code,NA,clean_read_hlfs.working_life_2018
train_resp_paid_code,NA,clean_read_hlfs.working_life_2018
train_on_job_len_code,NA,clean_read_hlfs.working_life_2018
train_len_code,NA,clean_read_hlfs.working_life_2018
skill_level_code,NA,clean_read_hlfs.working_life_2018
wrk_any_home_code,NA,clean_read_hlfs.working_life_2018
wrk_mainly_home_code,NA,clean_read_hlfs.working_life_2018
wrk_home_hrs_nbr,NA,clean_read_hlfs.working_life_2018
wrk_home_hrs_nr_code,NA,clean_read_hlfs.working_life_2018
