"id","schema","table_name","variable_name","collection","agency","description"
6670,"clean_read_DBH_QV","QV_Dwelling_201808","building_id","Tenancy Bond","MBIE",NA
6671,"clean_read_DBH_QV","QV_Dwelling_201808","Carparks","Tenancy Bond","MBIE",NA
6672,"clean_read_DBH_QV","QV_Dwelling_201808","Crosslease","Tenancy Bond","MBIE",NA
6673,"clean_read_DBH_QV","QV_Dwelling_201808","Estimated_Year_built","Tenancy Bond","MBIE",NA
6674,"clean_read_DBH_QV","QV_Dwelling_201808","Land_Area","Tenancy Bond","MBIE",NA
6675,"clean_read_DBH_QV","QV_Dwelling_201808","Land_Use","Tenancy Bond","MBIE",NA
6676,"clean_read_DBH_QV","QV_Dwelling_201808","Land_Zoning_Code","Tenancy Bond","MBIE",NA
6677,"clean_read_DBH_QV","QV_Dwelling_201808","last_saledate_pre_1993","Tenancy Bond","MBIE",NA
6678,"clean_read_DBH_QV","QV_Dwelling_201808","last_saleprice_pre_1993","Tenancy Bond","MBIE",NA
6679,"clean_read_DBH_QV","QV_Dwelling_201808","Leasehold","Tenancy Bond","MBIE",NA
6680,"clean_read_DBH_QV","QV_Dwelling_201808","levels_estimated","Tenancy Bond","MBIE",NA
6681,"clean_read_DBH_QV","QV_Dwelling_201808","Maori_Land","Tenancy Bond","MBIE",NA
6682,"clean_read_DBH_QV","QV_Dwelling_201808","NPAD_MESHBLOCK","Tenancy Bond","MBIE",NA
6683,"clean_read_DBH_QV","QV_Dwelling_201808","NPAD_POSTCODE","Tenancy Bond","MBIE",NA
6684,"clean_read_DBH_QV","QV_Dwelling_201808","NPAD_REGIONAL_COUNCIL","Tenancy Bond","MBIE",NA
6685,"clean_read_DBH_QV","QV_Dwelling_201808","NPAD_TA","Tenancy Bond","MBIE",NA
6686,"clean_read_DBH_QV","QV_Dwelling_201808","OO_State","Tenancy Bond","MBIE",NA
6687,"clean_read_DBH_QV","QV_Dwelling_201808","Physical_Postcode","Tenancy Bond","MBIE",NA
6688,"clean_read_DBH_QV","QV_Dwelling_201808","potential_leaky_home","Tenancy Bond","MBIE",NA
6689,"clean_read_DBH_QV","QV_Dwelling_201808","Property_Type","Tenancy Bond","MBIE",NA
6690,"clean_read_DBH_QV","QV_Dwelling_201808","QPID_UID","Tenancy Bond","MBIE",NA
6691,"clean_read_DBH_QV","QV_Dwelling_201808","Roof_Construction","Tenancy Bond","MBIE",NA
6692,"clean_read_DBH_QV","QV_Dwelling_201808","snz_idi_address_register_uid","Tenancy Bond","MBIE",NA
6693,"clean_read_DBH_QV","QV_Dwelling_201808","Suburb","Tenancy Bond","MBIE",NA
6694,"clean_read_DBH_QV","QV_Dwelling_201808","TA","Tenancy Bond","MBIE",NA
6695,"clean_read_DBH_QV","QV_Dwelling_201808","TA_Name","Tenancy Bond","MBIE",NA
6696,"clean_read_DBH_QV","QV_Dwelling_201808","Tenure","Tenancy Bond","MBIE",NA
6697,"clean_read_DBH_QV","QV_Dwelling_201808","Town","Tenancy Bond","MBIE",NA
6698,"clean_read_DBH_QV","QV_Dwelling_201808","Unit_Title","Tenancy Bond","MBIE",NA
6699,"clean_read_DBH_QV","QV_Dwelling_201808","Wall_Construction","Tenancy Bond","MBIE",NA
6700,"clean_read_DBH_QV","QV_Evaluer_History_201808","Est_value","Tenancy Bond","MBIE",NA
6701,"clean_read_DBH_QV","QV_Evaluer_History_201808","FSD","Tenancy Bond","MBIE",NA
6702,"clean_read_DBH_QV","QV_Evaluer_History_201808","QPID_UID","Tenancy Bond","MBIE",NA
6703,"clean_read_DBH_QV","QV_Evaluer_History_201808","val_date_Qtr_ended","Tenancy Bond","MBIE",NA
6704,"clean_read_DBH_QV","QV_Evaluer_History_201808","val_date_year","Tenancy Bond","MBIE",NA
6705,"clean_read_DBH_QV","QV_Mortgage_Status_201808","mortgage_indicator","Tenancy Bond","MBIE",NA
6706,"clean_read_DBH_QV","QV_Mortgage_Status_201808","QPID_UID","Tenancy Bond","MBIE",NA
6707,"clean_read_DBH_QV","QV_Mortgage_Status_201808","quarter_end_date","Tenancy Bond","MBIE",NA
6708,"clean_read_DBH_QV","QV_Parcel_Geocode_201808","parcel_id","Tenancy Bond","MBIE",NA
6709,"clean_read_DBH_QV","QV_Parcel_Geocode_201808","QPID_UID","Tenancy Bond","MBIE",NA
6710,"clean_read_DBH_QV","QV_Property_History_Data_201805","Building_Floor_Area","Tenancy Bond","MBIE",NA
6711,"clean_read_DBH_QV","QV_Property_History_Data_201805","Carparks","Tenancy Bond","MBIE",NA
6712,"clean_read_DBH_QV","QV_Property_History_Data_201805","Estimated_Year_Built","Tenancy Bond","MBIE",NA
6713,"clean_read_DBH_QV","QV_Property_History_Data_201805","Land_Area","Tenancy Bond","MBIE",NA
6714,"clean_read_DBH_QV","QV_Property_History_Data_201805","Land_Use","Tenancy Bond","MBIE",NA
6715,"clean_read_DBH_QV","QV_Property_History_Data_201805","Land_Zoning_Code","Tenancy Bond","MBIE",NA
6716,"clean_read_DBH_QV","QV_Property_History_Data_201805","levels_estimated","Tenancy Bond","MBIE",NA
6717,"clean_read_DBH_QV","QV_Property_History_Data_201805","NPAD_MESHBLOCK","Tenancy Bond","MBIE",NA
6718,"clean_read_DBH_QV","QV_Property_History_Data_201805","NPAD_POSTCODE","Tenancy Bond","MBIE",NA
6719,"clean_read_DBH_QV","QV_Property_History_Data_201805","NPAD_REGIONAL_COUNCIL","Tenancy Bond","MBIE",NA
6720,"clean_read_DBH_QV","QV_Property_History_Data_201805","NPAD_TA","Tenancy Bond","MBIE",NA
6721,"clean_read_DBH_QV","QV_Property_History_Data_201805","Property_Type","Tenancy Bond","MBIE",NA
6722,"clean_read_DBH_QV","QV_Property_History_Data_201805","QPID_UID","Tenancy Bond","MBIE",NA
6723,"clean_read_DBH_QV","QV_Property_History_Data_201805","Roof_construction","Tenancy Bond","MBIE",NA
6724,"clean_read_DBH_QV","QV_Property_History_Data_201805","snz_idi_address_register_uid","Tenancy Bond","MBIE",NA
6725,"clean_read_DBH_QV","QV_Property_History_Data_201805","TA","Tenancy Bond","MBIE",NA
6726,"clean_read_DBH_QV","QV_Property_History_Data_201805","TA_Name","Tenancy Bond","MBIE",NA
6727,"clean_read_DBH_QV","QV_Property_History_Data_201805","Tenure","Tenancy Bond","MBIE",NA
6728,"clean_read_DBH_QV","QV_Property_History_Data_201805","Update_Date","Tenancy Bond","MBIE",NA
6729,"clean_read_DBH_QV","QV_Property_History_Data_201805","Wall_Construction","Tenancy Bond","MBIE",NA
6730,"clean_read_DBH_QV","QV_Rating_Valuation_History_201808","CV","Tenancy Bond","MBIE",NA
6731,"clean_read_DBH_QV","QV_Rating_Valuation_History_201808","Loaded_Date","Tenancy Bond","MBIE",NA
6732,"clean_read_DBH_QV","QV_Rating_Valuation_History_201808","LV","Tenancy Bond","MBIE",NA
6733,"clean_read_DBH_QV","QV_Rating_Valuation_History_201808","QPID_UID","Tenancy Bond","MBIE",NA
6734,"clean_read_DBH_QV","QV_Rating_Valuation_History_201808","Valuation_Date","Tenancy Bond","MBIE",NA
6735,"clean_read_DBH_QV","QV_Sales_201808","QPID_UID","Tenancy Bond","MBIE",NA
6736,"clean_read_DBH_QV","QV_Sales_201808","sale_date","Tenancy Bond","MBIE",NA
6737,"clean_read_DBH_QV","QV_Sales_201808","sale_id","Tenancy Bond","MBIE",NA
6738,"clean_read_DBH_QV","QV_Sales_201808","sale_price","Tenancy Bond","MBIE",NA
6739,"clean_read_DBH_QV","QV_Sales_201808","sale_type","Tenancy Bond","MBIE",NA
6740,"clean_read_DBH_QV","QV_Titles_201808","Match_Confidence","Tenancy Bond","MBIE",NA
6741,"clean_read_DBH_QV","QV_Titles_201808","QPID_UID","Tenancy Bond","MBIE",NA
6742,"clean_read_MOE","ART_20170720","birth_month","Education and Training data","MOE",NA
6743,"clean_read_MOE","ART_20170720","birth_year","Education and Training data","MOE",NA
6744,"clean_read_MOE","ART_20170720","ethnic1","Education and Training data","MOE",NA
6745,"clean_read_MOE","ART_20170720","ethnic2","Education and Training data","MOE",NA
6746,"clean_read_MOE","ART_20170720","ethnic3","Education and Training data","MOE",NA
6747,"clean_read_MOE","ART_20170720","gender","Education and Training data","MOE",NA
6748,"clean_read_MOE","ART_20170720","school_id","Education and Training data","MOE",NA
6749,"clean_read_MOE","ART_20170720","snz_moe_uid","Education and Training data","MOE",NA
6750,"clean_read_MOE","ART_20170720","top_150_school_ind","Education and Training data","MOE",NA
6751,"clean_read_MOE","ART_20170720","year","Education and Training data","MOE",NA
6752,"clean_read_MOE","ART_20170720","year_level","Education and Training data","MOE",NA
6753,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_demf1_code","Education and Training data","MOE",NA
6754,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_demf2_code","Education and Training data","MOE",NA
6755,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_provider_code","Education and Training data","MOE",NA
6756,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_qacc_code","Education and Training data","MOE",NA
6757,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_qual_code","Education and Training data","MOE",NA
6758,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_qual_level_code","Education and Training data","MOE",NA
6759,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_qual_nzsced_code","Education and Training data","MOE",NA
6760,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_slf_rprtd_qacc_code","Education and Training data","MOE",NA
6761,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_snz_unique_nbr","Education and Training data","MOE",NA
6762,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_subject1_code","Education and Training data","MOE",NA
6763,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_subject2_code","Education and Training data","MOE",NA
6764,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_subject3_code","Education and Training data","MOE",NA
6765,"clean_read_MOE","completions_table_corrected_Jun18","moe_com_year_nbr","Education and Training data","MOE",NA
6766,"clean_read_MOE","completions_table_corrected_Jun18","snz_moe_uid","Education and Training data","MOE",NA
6767,"clean_read_MOE","completions_table_corrected_Jun18","snz_student_id_uid","Education and Training data","MOE",NA
6768,"clean_read_MOE","completions_table_corrected_Jun18","snz_uid","Education and Training data","MOE",NA
6769,"clean_read_MOE","comps_qualC_20150904_TP","bf1","Education and Training data","MOE",NA
6770,"clean_read_MOE","comps_qualC_20150904_TP","bf2","Education and Training data","MOE",NA
6771,"clean_read_MOE","comps_qualC_20150904_TP","bf3","Education and Training data","MOE",NA
6772,"clean_read_MOE","comps_qualC_20150904_TP","bf4","Education and Training data","MOE",NA
6773,"clean_read_MOE","comps_qualC_20150904_TP","bf5","Education and Training data","MOE",NA
6774,"clean_read_MOE","comps_qualC_20150904_TP","com_yr_dont_use","Education and Training data","MOE",NA
6775,"clean_read_MOE","comps_qualC_20150904_TP","instit","Education and Training data","MOE",NA
6776,"clean_read_MOE","comps_qualC_20150904_TP","lv8id","Education and Training data","MOE",NA
6777,"clean_read_MOE","comps_qualC_20150904_TP","lvl_123","Education and Training data","MOE",NA
6778,"clean_read_MOE","comps_qualC_20150904_TP","lyqual","Education and Training data","MOE",NA
6779,"clean_read_MOE","comps_qualC_20150904_TP","mf1","Education and Training data","MOE",NA
6780,"clean_read_MOE","comps_qualC_20150904_TP","mf2","Education and Training data","MOE",NA
6781,"clean_read_MOE","comps_qualC_20150904_TP","mf3","Education and Training data","MOE",NA
6782,"clean_read_MOE","comps_qualC_20150904_TP","mf4","Education and Training data","MOE",NA
6783,"clean_read_MOE","comps_qualC_20150904_TP","mf5","Education and Training data","MOE",NA
6784,"clean_read_MOE","comps_qualC_20150904_TP","nf1","Education and Training data","MOE",NA
6785,"clean_read_MOE","comps_qualC_20150904_TP","nf2","Education and Training data","MOE",NA
6786,"clean_read_MOE","comps_qualC_20150904_TP","nf3","Education and Training data","MOE",NA
6787,"clean_read_MOE","comps_qualC_20150904_TP","nf4","Education and Training data","MOE",NA
6788,"clean_read_MOE","comps_qualC_20150904_TP","nf5","Education and Training data","MOE",NA
6789,"clean_read_MOE","comps_qualC_20150904_TP","nzid","Education and Training data","MOE",NA
6790,"clean_read_MOE","comps_qualC_20150904_TP","qual","Education and Training data","MOE",NA
6791,"clean_read_MOE","comps_qualC_20150904_TP","snz_uid","Education and Training data","MOE",NA
6792,"clean_read_MOE","comps_qualC_20150904_TP","total_field","Education and Training data","MOE",NA
6793,"clean_read_MOE","comps_qualC_20150904_TP","true_com_yr","Education and Training data","MOE",NA
6794,"clean_read_MOE","comps_qualC_20160229_TP","bf1","Education and Training data","MOE",NA
6795,"clean_read_MOE","comps_qualC_20160229_TP","bf2","Education and Training data","MOE",NA
6796,"clean_read_MOE","comps_qualC_20160229_TP","bf3","Education and Training data","MOE",NA
6797,"clean_read_MOE","comps_qualC_20160229_TP","bf4","Education and Training data","MOE",NA
6798,"clean_read_MOE","comps_qualC_20160229_TP","bf5","Education and Training data","MOE",NA
6799,"clean_read_MOE","comps_qualC_20160229_TP","com_yr_dont_use","Education and Training data","MOE",NA
6800,"clean_read_MOE","comps_qualC_20160229_TP","instit","Education and Training data","MOE",NA
6801,"clean_read_MOE","comps_qualC_20160229_TP","lv8id","Education and Training data","MOE",NA
6802,"clean_read_MOE","comps_qualC_20160229_TP","lvl_123","Education and Training data","MOE",NA
6803,"clean_read_MOE","comps_qualC_20160229_TP","lyqual","Education and Training data","MOE",NA
6804,"clean_read_MOE","comps_qualC_20160229_TP","mf1","Education and Training data","MOE",NA
6805,"clean_read_MOE","comps_qualC_20160229_TP","mf2","Education and Training data","MOE",NA
6806,"clean_read_MOE","comps_qualC_20160229_TP","mf3","Education and Training data","MOE",NA
6807,"clean_read_MOE","comps_qualC_20160229_TP","mf4","Education and Training data","MOE",NA
6808,"clean_read_MOE","comps_qualC_20160229_TP","mf5","Education and Training data","MOE",NA
6809,"clean_read_MOE","comps_qualC_20160229_TP","nf1","Education and Training data","MOE",NA
6810,"clean_read_MOE","comps_qualC_20160229_TP","nf2","Education and Training data","MOE",NA
6811,"clean_read_MOE","comps_qualC_20160229_TP","nf3","Education and Training data","MOE",NA
6812,"clean_read_MOE","comps_qualC_20160229_TP","nf4","Education and Training data","MOE",NA
6813,"clean_read_MOE","comps_qualC_20160229_TP","nf5","Education and Training data","MOE",NA
6814,"clean_read_MOE","comps_qualC_20160229_TP","nzid","Education and Training data","MOE",NA
6815,"clean_read_MOE","comps_qualC_20160229_TP","qual","Education and Training data","MOE",NA
6816,"clean_read_MOE","comps_qualC_20160229_TP","snz_uid","Education and Training data","MOE",NA
6817,"clean_read_MOE","comps_qualC_20160229_TP","total_field","Education and Training data","MOE",NA
6818,"clean_read_MOE","comps_qualC_20160229_TP","true_com_yr","Education and Training data","MOE",NA
6819,"clean_read_MOE","CORR_cost_lookup_2015","Direct_Cost_day","Education and Training data","MOE",NA
6820,"clean_read_MOE","CORR_cost_lookup_2015","mmc_code","Education and Training data","MOE",NA
6821,"clean_read_MOE","CORR_cost_lookup_2015","Service","Education and Training data","MOE",NA
6822,"clean_read_MOE","CORR_cost_lookup_2015","Total_Cost_Day","Education and Training data","MOE",NA
6823,"clean_read_MOE","DATA","snz_ird_uid","Education and Training data","MOE",NA
6824,"clean_read_MOE","ECEStudentParticipation2015","ECEClassificationID","Education and Training data","MOE",NA
6825,"clean_read_MOE","ECEStudentParticipation2015","ECEDurationID","Education and Training data","MOE",NA
6826,"clean_read_MOE","ECEStudentParticipation2015","ECEHours","Education and Training data","MOE",NA
6827,"clean_read_MOE","ECEStudentParticipation2015","ExtractionDate","Education and Training data","MOE",NA
6828,"clean_read_MOE","ECEStudentParticipation2015","snz_moe_uid","Education and Training data","MOE",NA
6829,"clean_read_MOE","enrolment_concordance_2018","sept_snz_uid","Education and Training data","MOE",NA
6830,"clean_read_MOE","enrolment_concordance_2018","snz_ird_uid","Education and Training data","MOE",NA
6831,"clean_read_MOE","enrolment_concordance_2018","snz_moe_uid","Education and Training data","MOE",NA
6832,"clean_read_MOE","grad101","snz_ird_uid","Education and Training data","MOE",NA
6833,"clean_read_MOE","Inflation_index","CPI","Education and Training data","MOE",NA
6834,"clean_read_MOE","Inflation_index","LCI","Education and Training data","MOE",NA
6835,"clean_read_MOE","Inflation_index","Quarter","Education and Training data","MOE",NA
6836,"clean_read_MOE","interventions_20170420","moe_inv_end_date","Education and Training data","MOE",NA
6837,"clean_read_MOE","interventions_20170420","moe_inv_extrtn_date","Education and Training data","MOE",NA
6838,"clean_read_MOE","interventions_20170420","moe_inv_inst_num_code","Education and Training data","MOE",NA
6839,"clean_read_MOE","interventions_20170420","moe_inv_intrvtn_code","Education and Training data","MOE",NA
6840,"clean_read_MOE","interventions_20170420","moe_inv_snz_unique_nbr","Education and Training data","MOE",NA
6841,"clean_read_MOE","interventions_20170420","moe_inv_start_date","Education and Training data","MOE",NA
6842,"clean_read_MOE","interventions_20170420","snz_moe_uid","Education and Training data","MOE",NA
6843,"clean_read_MOE","interventions_20170420","snz_uid","Education and Training data","MOE",NA
6844,"clean_read_MOE","literacy_fund","Fund","Education and Training data","MOE",NA
6845,"clean_read_MOE","literacy_fund","Hours_Delivered","Education and Training data","MOE",NA
6846,"clean_read_MOE","literacy_fund","Learner_Start_Date","Education and Training data","MOE",NA
6847,"clean_read_MOE","literacy_fund","Provider_Code","Education and Training data","MOE",NA
6848,"clean_read_MOE","literacy_fund","snz_moe_uid","Education and Training data","MOE",NA
6849,"clean_read_MOE","literacy_fund","Year","Education and Training data","MOE",NA
6850,"clean_read_MOE","LNAAT","assess_date","Education and Training data","MOE",NA
6851,"clean_read_MOE","LNAAT","assess_id","Education and Training data","MOE",NA
6852,"clean_read_MOE","LNAAT","assess_skill","Education and Training data","MOE",NA
6853,"clean_read_MOE","LNAAT","assess_type","Education and Training data","MOE",NA
6854,"clean_read_MOE","LNAAT","birth_month","Education and Training data","MOE",NA
6855,"clean_read_MOE","LNAAT","birth_year","Education and Training data","MOE",NA
6856,"clean_read_MOE","LNAAT","difficulty","Education and Training data","MOE",NA
6857,"clean_read_MOE","LNAAT","EFL","Education and Training data","MOE",NA
6858,"clean_read_MOE","LNAAT","ethnic1","Education and Training data","MOE",NA
6859,"clean_read_MOE","LNAAT","ethnic2","Education and Training data","MOE",NA
6860,"clean_read_MOE","LNAAT","ethnic3","Education and Training data","MOE",NA
6861,"clean_read_MOE","LNAAT","gender","Education and Training data","MOE",NA
6862,"clean_read_MOE","LNAAT","org_num","Education and Training data","MOE",NA
6863,"clean_read_MOE","LNAAT","scalescore","Education and Training data","MOE",NA
6864,"clean_read_MOE","LNAAT","snz_moe_uid","Education and Training data","MOE",NA
6865,"clean_read_MOE","LNAAT","standard_error","Education and Training data","MOE",NA
6866,"clean_read_MOE","LNAAT","step","Education and Training data","MOE",NA
6867,"clean_read_MOE","LNAAT","threshold","Education and Training data","MOE",NA
6868,"clean_read_MOE","LNAAT","thresholddecision","Education and Training data","MOE",NA
6869,"clean_read_MOE","LNAAT","year","Education and Training data","MOE",NA
6870,"clean_read_MOE","LNAAT_20170720","assess_date","Education and Training data","MOE",NA
6871,"clean_read_MOE","LNAAT_20170720","assess_id","Education and Training data","MOE",NA
6872,"clean_read_MOE","LNAAT_20170720","assess_skill","Education and Training data","MOE",NA
6873,"clean_read_MOE","LNAAT_20170720","assess_type","Education and Training data","MOE",NA
6874,"clean_read_MOE","LNAAT_20170720","audience","Education and Training data","MOE",NA
6875,"clean_read_MOE","LNAAT_20170720","birth_month","Education and Training data","MOE",NA
6876,"clean_read_MOE","LNAAT_20170720","birth_year","Education and Training data","MOE",NA
6877,"clean_read_MOE","LNAAT_20170720","difficulty","Education and Training data","MOE",NA
6878,"clean_read_MOE","LNAAT_20170720","EFL","Education and Training data","MOE",NA
6879,"clean_read_MOE","LNAAT_20170720","ethnic1","Education and Training data","MOE",NA
6880,"clean_read_MOE","LNAAT_20170720","ethnic2","Education and Training data","MOE",NA
6881,"clean_read_MOE","LNAAT_20170720","ethnic3","Education and Training data","MOE",NA
6882,"clean_read_MOE","LNAAT_20170720","gender","Education and Training data","MOE",NA
6883,"clean_read_MOE","LNAAT_20170720","org_num","Education and Training data","MOE",NA
6884,"clean_read_MOE","LNAAT_20170720","scalescore","Education and Training data","MOE",NA
6885,"clean_read_MOE","LNAAT_20170720","snz_moe_uid","Education and Training data","MOE",NA
6886,"clean_read_MOE","LNAAT_20170720","standard_error","Education and Training data","MOE",NA
6887,"clean_read_MOE","LNAAT_20170720","step","Education and Training data","MOE",NA
6888,"clean_read_MOE","LNAAT_20170720","threshold","Education and Training data","MOE",NA
6889,"clean_read_MOE","LNAAT_20170720","thresholddecision","Education and Training data","MOE",NA
6890,"clean_read_MOE","LNAAT_20170720","year","Education and Training data","MOE",NA
6891,"clean_read_MOE","moe_ECEClassificationCode","ECEClassification","Education and Training data","MOE",NA
6892,"clean_read_MOE","moe_ECEClassificationCode","ECEClassificationID","Education and Training data","MOE",NA
6893,"clean_read_MOE","moe_ECEDurationCode","ECEDuration","Education and Training data","MOE",NA
6894,"clean_read_MOE","moe_ECEDurationCode","ECEDurationID","Education and Training data","MOE",NA
6895,"clean_read_MOE","moe_ITO_NZSCED","nzsced","Education and Training data","MOE",NA
6896,"clean_read_MOE","moe_ITO_NZSCED","NZSCED_level","Education and Training data","MOE",NA
6897,"clean_read_MOE","moe_ITO_NZSCED","nzsced_text","Education and Training data","MOE",NA
6898,"clean_read_MOE","moe_ITO_programme_lookup_table","ITO_Prg_Code","Education and Training data","MOE",NA
6899,"clean_read_MOE","moe_ITO_programme_lookup_table","ProgrammeName","Education and Training data","MOE",NA
6900,"clean_read_MOE","moe_ITO_programmes_NZSCED","ActualDuration","Education and Training data","MOE",NA
6901,"clean_read_MOE","moe_ITO_programmes_NZSCED","BroadFieldCode","Education and Training data","MOE",NA
6902,"clean_read_MOE","moe_ITO_programmes_NZSCED","BroadFieldName","Education and Training data","MOE",NA
6903,"clean_read_MOE","moe_ITO_programmes_NZSCED","Conformed_incl_NZQF_level","Education and Training data","MOE",NA
6904,"clean_read_MOE","moe_ITO_programmes_NZSCED","ConformedProgrammeNameL1","Education and Training data","MOE",NA
6905,"clean_read_MOE","moe_ITO_programmes_NZSCED","ConformedProgrammeNameL2","Education and Training data","MOE",NA
6906,"clean_read_MOE","moe_ITO_programmes_NZSCED","CreditsPerAnnum","Education and Training data","MOE",NA
6907,"clean_read_MOE","moe_ITO_programmes_NZSCED","CreditsPerMonth","Education and Training data","MOE",NA
6908,"clean_read_MOE","moe_ITO_programmes_NZSCED","CreditValue","Education and Training data","MOE",NA
6909,"clean_read_MOE","moe_ITO_programmes_NZSCED","DetailFieldCode","Education and Training data","MOE",NA
6910,"clean_read_MOE","moe_ITO_programmes_NZSCED","DetailFieldName","Education and Training data","MOE",NA
6911,"clean_read_MOE","moe_ITO_programmes_NZSCED","Difference_btwn_Nominal_and_Actual","Education and Training data","MOE",NA
6912,"clean_read_MOE","moe_ITO_programmes_NZSCED","DurationMonths","Education and Training data","MOE",NA
6913,"clean_read_MOE","moe_ITO_programmes_NZSCED","Edumis","Education and Training data","MOE",NA
6914,"clean_read_MOE","moe_ITO_programmes_NZSCED","Edumis_merged","Education and Training data","MOE",NA
6915,"clean_read_MOE","moe_ITO_programmes_NZSCED","Key_Prog_Vsn","Education and Training data","MOE",NA
6916,"clean_read_MOE","moe_ITO_programmes_NZSCED","LocalProgrammeCourseName","Education and Training data","MOE",NA
6917,"clean_read_MOE","moe_ITO_programmes_NZSCED","MOE_Apprentice_type_trainee","Education and Training data","MOE",NA
6918,"clean_read_MOE","moe_ITO_programmes_NZSCED","NarrowFieldCode","Education and Training data","MOE",NA
6919,"clean_read_MOE","moe_ITO_programmes_NZSCED","NarrowFieldName","Education and Training data","MOE",NA
6920,"clean_read_MOE","moe_ITO_programmes_NZSCED","NqfLevelCode","Education and Training data","MOE",NA
6921,"clean_read_MOE","moe_ITO_programmes_NZSCED","ProgrammeCourseNumber","Education and Training data","MOE",NA
6922,"clean_read_MOE","moe_ITO_programmes_NZSCED","ProgrammeCourseTypeCode","Education and Training data","MOE",NA
6923,"clean_read_MOE","moe_ITO_programmes_NZSCED","ProgrammeCourseVersionNumber","Education and Training data","MOE",NA
6924,"clean_read_MOE","moe_ITO_programmes_NZSCED","TargetProgrammeCourseID","Education and Training data","MOE",NA
6925,"clean_read_MOE","moe_ITO_programmes_NZSCED","TargetQualificationNumber","Education and Training data","MOE",NA
6926,"clean_read_MOE","moe_ITO_programmes_NZSCED","TargetQualificationVersionNumber","Education and Training data","MOE",NA
6927,"clean_read_MOE","moe_merged_providers","MergedToProviderCode","Education and Training data","MOE",NA
6928,"clean_read_MOE","moe_merged_providers","MergedToProviderFromDate","Education and Training data","MOE",NA
6929,"clean_read_MOE","moe_merged_providers","MergerReportingYear","Education and Training data","MOE",NA
6930,"clean_read_MOE","moe_merged_providers","ProviderCode","Education and Training data","MOE",NA
6931,"clean_read_MOE","moe_nqf_qualification_lookup","CreditLevelCount","Education and Training data","MOE",NA
6932,"clean_read_MOE","moe_nqf_qualification_lookup","CreditLevelTypeCode","Education and Training data","MOE",NA
6933,"clean_read_MOE","moe_nqf_qualification_lookup","ExtractionDate","Education and Training data","MOE",NA
6934,"clean_read_MOE","moe_nqf_qualification_lookup","NCEAQualificationID","Education and Training data","MOE",NA
6935,"clean_read_MOE","moe_nqf_qualification_lookup","ReverseAccumulatedCreditLevelCount","Education and Training data","MOE",NA
6936,"clean_read_MOE","moe_NZSCED_code","Label","Education and Training data","MOE",NA
6937,"clean_read_MOE","moe_NZSCED_code","MOE_NZSCEDq_code","Education and Training data","MOE",NA
6938,"clean_read_MOE","moe_pre_ITR_Programmes","credits_available","Education and Training data","MOE",NA
6939,"clean_read_MOE","moe_pre_ITR_Programmes","DetailField","Education and Training data","MOE",NA
6940,"clean_read_MOE","moe_pre_ITR_Programmes","DetailFieldCode","Education and Training data","MOE",NA
6941,"clean_read_MOE","moe_pre_ITR_Programmes","last_updated_when","Education and Training data","MOE",NA
6942,"clean_read_MOE","moe_pre_ITR_Programmes","programme_id","Education and Training data","MOE",NA
6943,"clean_read_MOE","moe_pre_ITR_Programmes","programme_level","Education and Training data","MOE",NA
6944,"clean_read_MOE","moe_pre_ITR_Programmes","programme_name","Education and Training data","MOE",NA
6945,"clean_read_MOE","moe_pre_ITR_Programmes","programme_type_id","Education and Training data","MOE",NA
6946,"clean_read_MOE","moe_pre_ITR_Programmes","status","Education and Training data","MOE",NA
6947,"clean_read_MOE","moe_provider","education_type_code","Education and Training data","MOE",NA
6948,"clean_read_MOE","moe_provider","moe_provider_code","Education and Training data","MOE",NA
6949,"clean_read_MOE","moe_provider","moe_provider_type_code","Education and Training data","MOE",NA
6950,"clean_read_MOE","moe_provider_lookup_table","active","Education and Training data","MOE",NA
6951,"clean_read_MOE","moe_provider_lookup_table","Close_date","Education and Training data","MOE",NA
6952,"clean_read_MOE","moe_provider_lookup_table","Open_date","Education and Training data","MOE",NA
6953,"clean_read_MOE","moe_provider_lookup_table","provider_code","Education and Training data","MOE",NA
6954,"clean_read_MOE","moe_provider_lookup_table","Provider_type","Education and Training data","MOE",NA
6955,"clean_read_MOE","moe_provider_region","Latitude","Education and Training data","MOE",NA
6956,"clean_read_MOE","moe_provider_region","Longitude","Education and Training data","MOE",NA
6957,"clean_read_MOE","moe_provider_region","Meshblock2006","Education and Training data","MOE",NA
6958,"clean_read_MOE","moe_provider_region","Meshblock2013","Education and Training data","MOE",NA
6959,"clean_read_MOE","moe_provider_region","Postcode","Education and Training data","MOE",NA
6960,"clean_read_MOE","moe_provider_region","ProviderCode","Education and Training data","MOE",NA
6961,"clean_read_MOE","moe_provider_region","ProviderType","Education and Training data","MOE",NA
